Species Name,Scientific Name,Current Population,Population Decline Rate (%),Habitat Loss (%),Climate Threat Level (1-10),Poaching Threat Level (1-10),Conservation Efforts,Protected Area Coverage (%),Extinction Probability (0-100%)
Mountain Gorilla,Pholidota,1717,12.34,24.01,9,8,Medium,64.38,74.95
Hainan Gibbon,Gorilla beringei beringei,4545,20.24,85.68,5,6,High,14.6,30.17
Mountain Gorilla,Nomascus hainanus,2282,25.28,23.25,7,2,Low,34.55,69.5
Mountain Gorilla,Pholidota,2622,10.85,12.05,3,3,Medium,35.69,61.41
Hainan Gibbon,Rhinoceros sondaicus,4351,15.25,65.83,3,1,High,54.84,92.47
Saola,Phocoena sinus,1552,15.21,24.77,8,3,Low,25.89,74.52
Axolotl,Nomascus hainanus,1247,24.32,70.7,1,4,Low,67.87,60.96
Vaquita,Gorilla beringei beringei,2985,11.02,73.6,8,6,High,20.56,69.31
Hainan Gibbon,Rafetus swinhoei,1734,29.22,28.94,8,7,Medium,64.19,55.03
Pangolin,Rhinoceros sondaicus,2273,17.76,16.94,3,3,High,68.73,60.16
Hainan Gibbon,Podiceps gallardoi,292,12.05,50.07,1,7,Low,19.49,77.07
Hooded Grebe,Pseudoryx nghetinhensis,2630,12.11,81.22,9,4,Low,65.71,26.19
Hooded Grebe,Ambystoma mexicanum,3296,5.46,77.78,4,1,Medium,58.53,68.61
Javan Rhino,Phocoena sinus,181,22.31,19.37,7,1,High,70.58,26.97
Saola,Podiceps gallardoi,3466,24.4,87.18,9,8,Medium,43.25,87.55
Hainan Gibbon,Pholidota,1892,5.81,31.12,3,7,Medium,22.54,94.45
Axolotl,Rafetus swinhoei,2285,19.65,37.95,5,4,Low,73.4,81.64
Saola,Ambystoma mexicanum,2631,24.54,21.92,3,1,High,64.25,76.72
Axolotl,Pholidota,610,14.41,40.22,5,6,High,6.57,94.56
Yangtze Giant Softshell Turtle,Phocoena sinus,3800,15.82,60.85,2,7,Low,75.46,37.26
Saola,Gorilla beringei beringei,2033,14.04,50.49,4,6,Low,76.14,38.08
Amur Leopard,Pholidota,476,12.89,76.2,2,6,High,31.65,58.0
Amur Leopard,Nomascus hainanus,3960,17.28,61.3,3,8,Medium,5.75,20.59
Javan Rhino,Pholidota,3899,9.15,31.08,5,6,Medium,46.44,96.24
Saola,Rafetus swinhoei,4402,16.02,54.6,9,2,High,73.53,22.55
Amur Leopard,Panthera pardus orientalis,2602,28.55,15.14,3,7,Medium,14.33,67.09
Amur Leopard,Panthera pardus orientalis,1029,5.69,56.46,6,4,Medium,49.29,47.96
Pangolin,Rhinoceros sondaicus,1557,9.12,41.17,4,3,Low,59.88,28.13
Hooded Grebe,Pseudoryx nghetinhensis,4766,24.44,17.87,4,8,Medium,15.1,21.94
Vaquita,Phocoena sinus,4759,8.3,34.6,5,5,Low,43.5,40.73
Mountain Gorilla,Rafetus swinhoei,4907,11.78,81.85,7,4,Medium,11.66,28.43
Hainan Gibbon,Pholidota,4446,16.37,56.88,4,4,High,46.86,94.29
Amur Leopard,Pseudoryx nghetinhensis,713,28.58,82.26,8,5,Low,38.16,39.34
Mountain Gorilla,Ambystoma mexicanum,862,9.59,42.86,9,4,High,24.85,27.44
Mountain Gorilla,Podiceps gallardoi,315,28.08,88.31,9,3,Low,68.98,80.8
Saola,Phocoena sinus,3588,22.96,38.8,9,4,Medium,33.63,52.73
Saola,Pholidota,1943,21.78,70.54,2,5,High,57.49,86.65
Hainan Gibbon,Pseudoryx nghetinhensis,1797,23.09,34.43,3,2,Low,64.3,86.24
Hooded Grebe,Panthera pardus orientalis,3797,5.78,18.48,5,7,High,18.4,98.4
Yangtze Giant Softshell Turtle,Panthera pardus orientalis,883,7.47,76.64,1,5,High,13.93,83.5
Mountain Gorilla,Rafetus swinhoei,1591,13.37,71.01,4,9,Medium,5.59,36.92
Yangtze Giant Softshell Turtle,Podiceps gallardoi,3967,6.85,75.65,5,6,Low,27.94,66.33
Hooded Grebe,Phocoena sinus,4600,29.69,33.98,9,1,Medium,66.2,61.57
Javan Rhino,Pseudoryx nghetinhensis,3342,19.51,66.29,8,9,High,62.96,60.15
Vaquita,Rafetus swinhoei,1695,17.18,27.59,1,5,Low,70.39,43.45
Hainan Gibbon,Pseudoryx nghetinhensis,1615,24.64,10.9,3,9,High,62.05,36.6
Pangolin,Gorilla beringei beringei,905,29.42,79.32,3,1,High,6.8,76.63
Hooded Grebe,Phocoena sinus,3273,28.88,51.88,6,2,Low,33.91,28.04
Amur Leopard,Rhinoceros sondaicus,3434,24.83,88.69,4,3,High,5.44,23.92
Yangtze Giant Softshell Turtle,Rafetus swinhoei,3863,14.43,40.8,4,5,Low,7.7,50.12
Javan Rhino,Panthera pardus orientalis,2356,6.65,86.55,1,6,Low,40.89,78.77
Axolotl,Rhinoceros sondaicus,3541,7.46,59.2,4,5,Low,32.0,88.61
Yangtze Giant Softshell Turtle,Pholidota,2484,5.03,50.98,1,1,High,46.89,62.67
Mountain Gorilla,Rhinoceros sondaicus,1871,5.05,34.22,5,4,Medium,9.96,86.35
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,2773,28.41,76.02,3,6,High,49.12,22.0
Pangolin,Rafetus swinhoei,4862,28.18,76.3,5,4,High,9.88,55.97
Hooded Grebe,Nomascus hainanus,40,21.69,43.35,3,4,Low,36.78,30.54
Amur Leopard,Rhinoceros sondaicus,4017,23.17,68.18,5,5,Medium,31.43,66.03
Amur Leopard,Rhinoceros sondaicus,3465,17.83,45.78,4,8,Low,21.8,92.76
Axolotl,Pseudoryx nghetinhensis,252,10.95,69.17,9,5,High,28.4,20.57
Saola,Phocoena sinus,4791,27.86,89.54,6,7,Medium,5.04,72.79
Mountain Gorilla,Panthera pardus orientalis,1508,11.94,31.0,2,8,Low,29.31,82.6
Hooded Grebe,Rafetus swinhoei,4678,23.49,60.72,1,6,High,10.88,78.81
Yangtze Giant Softshell Turtle,Podiceps gallardoi,3432,11.14,40.39,1,6,High,74.1,21.56
Axolotl,Rhinoceros sondaicus,4013,26.75,53.87,1,2,Medium,10.57,33.74
Vaquita,Ambystoma mexicanum,1669,21.28,79.93,9,5,High,76.48,27.46
Pangolin,Phocoena sinus,3238,21.07,37.81,5,1,High,41.86,26.75
Saola,Podiceps gallardoi,608,7.43,15.79,4,9,High,43.49,77.68
Saola,Pseudoryx nghetinhensis,2205,15.49,73.91,5,7,High,64.11,53.56
Javan Rhino,Podiceps gallardoi,79,18.12,54.4,9,2,Medium,57.15,77.26
Javan Rhino,Podiceps gallardoi,1403,12.35,45.95,3,6,High,22.78,48.5
Vaquita,Podiceps gallardoi,3669,27.02,24.67,3,9,High,6.91,29.25
Axolotl,Ambystoma mexicanum,1659,25.94,17.43,2,5,High,63.38,76.76
Hainan Gibbon,Phocoena sinus,2291,17.34,32.3,8,3,Medium,14.73,69.46
Pangolin,Podiceps gallardoi,3692,13.5,67.51,7,4,Medium,49.88,28.93
Axolotl,Pholidota,2693,25.04,42.94,2,3,Low,75.7,93.02
Mountain Gorilla,Nomascus hainanus,4572,9.92,55.62,4,1,Medium,46.21,44.4
Pangolin,Gorilla beringei beringei,4662,6.79,16.56,7,7,High,26.42,71.72
Saola,Panthera pardus orientalis,4999,6.14,19.86,1,8,Medium,18.41,22.53
Saola,Pholidota,4941,5.97,10.9,1,2,Medium,7.02,55.0
Mountain Gorilla,Rhinoceros sondaicus,1320,17.22,63.86,8,8,Medium,51.74,96.18
Hainan Gibbon,Pseudoryx nghetinhensis,4723,11.38,31.16,6,9,High,46.85,90.03
Vaquita,Gorilla beringei beringei,4239,22.26,87.35,2,7,Low,39.63,37.49
Javan Rhino,Rafetus swinhoei,4113,21.35,34.68,1,1,Low,19.53,89.45
Saola,Phocoena sinus,2085,18.55,39.09,3,4,Low,22.75,43.15
Hainan Gibbon,Gorilla beringei beringei,792,13.82,47.56,4,7,Low,76.89,87.33
Hooded Grebe,Rhinoceros sondaicus,3816,26.26,35.53,5,6,Medium,6.53,77.61
Pangolin,Rhinoceros sondaicus,1343,22.74,75.4,3,8,Low,32.26,47.81
Vaquita,Pholidota,3727,11.79,80.1,5,6,Medium,7.91,91.95
Axolotl,Panthera pardus orientalis,4646,17.54,10.88,7,6,Medium,19.37,58.34
Hainan Gibbon,Pholidota,1067,8.91,62.37,9,6,Low,74.99,45.1
Vaquita,Podiceps gallardoi,2064,13.22,64.89,5,7,High,16.22,42.1
Hainan Gibbon,Rafetus swinhoei,3411,29.93,86.91,4,5,Low,50.06,94.19
Hooded Grebe,Pseudoryx nghetinhensis,2119,10.6,39.63,9,9,Low,31.02,79.93
Amur Leopard,Panthera pardus orientalis,3167,22.46,25.62,8,7,Medium,52.48,47.64
Mountain Gorilla,Phocoena sinus,3806,10.96,51.65,5,1,Medium,68.91,40.08
Amur Leopard,Phocoena sinus,3658,28.45,45.8,9,9,Low,26.49,36.72
Vaquita,Nomascus hainanus,1330,12.75,73.34,9,6,Low,10.9,39.31
Amur Leopard,Panthera pardus orientalis,4427,13.67,82.32,1,8,High,20.31,28.77
Hainan Gibbon,Panthera pardus orientalis,3709,19.85,16.94,6,9,High,37.93,58.29
Hainan Gibbon,Phocoena sinus,742,19.7,77.73,5,2,High,43.63,23.24
Amur Leopard,Gorilla beringei beringei,3643,19.48,82.72,6,2,Medium,75.64,20.91
Mountain Gorilla,Phocoena sinus,3559,19.33,83.93,3,5,High,6.21,68.83
Mountain Gorilla,Gorilla beringei beringei,3672,12.8,71.14,3,5,Medium,61.82,26.99
Hooded Grebe,Rhinoceros sondaicus,4654,15.86,69.37,5,2,Medium,10.44,86.77
Hainan Gibbon,Rhinoceros sondaicus,614,19.84,11.19,7,4,Low,10.84,28.43
Vaquita,Pseudoryx nghetinhensis,1732,21.78,83.62,4,9,High,54.06,62.87
Pangolin,Podiceps gallardoi,2414,11.33,38.12,6,4,Low,73.17,73.36
Mountain Gorilla,Rafetus swinhoei,3492,22.54,13.29,5,1,Low,26.58,38.1
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,2822,28.08,43.04,2,5,Medium,25.2,90.17
Mountain Gorilla,Panthera pardus orientalis,1591,23.95,68.63,1,2,High,51.33,58.03
Hooded Grebe,Pholidota,2288,7.11,45.36,6,6,Low,63.22,44.91
Pangolin,Gorilla beringei beringei,2360,16.73,70.64,5,1,Medium,70.17,91.19
Javan Rhino,Pseudoryx nghetinhensis,3633,15.88,50.75,9,7,Low,23.73,87.81
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,724,13.41,33.95,7,7,High,60.51,76.06
Mountain Gorilla,Pholidota,934,17.28,26.23,1,4,Medium,28.04,42.95
Amur Leopard,Podiceps gallardoi,3172,15.99,43.69,6,9,High,45.86,50.83
Hainan Gibbon,Rafetus swinhoei,4163,5.15,12.86,7,3,Low,19.31,74.49
Yangtze Giant Softshell Turtle,Pholidota,4539,10.91,43.8,3,5,Medium,15.95,34.64
Mountain Gorilla,Pseudoryx nghetinhensis,4088,10.34,15.49,9,5,Low,75.15,59.11
Hainan Gibbon,Phocoena sinus,2579,13.73,80.16,2,8,Low,46.04,78.28
Vaquita,Nomascus hainanus,2825,9.36,56.04,1,4,High,5.34,71.96
Pangolin,Pholidota,4588,6.7,61.68,9,1,Medium,64.51,76.87
Saola,Pseudoryx nghetinhensis,4472,9.92,33.11,7,5,Low,56.82,90.46
Hooded Grebe,Ambystoma mexicanum,898,26.35,28.07,1,1,High,29.44,96.49
Javan Rhino,Podiceps gallardoi,3488,24.93,66.63,4,3,High,39.8,56.21
Amur Leopard,Ambystoma mexicanum,3599,16.05,63.73,3,6,Medium,38.74,24.74
Yangtze Giant Softshell Turtle,Rafetus swinhoei,1733,26.95,19.81,7,1,Low,25.61,85.91
Javan Rhino,Rafetus swinhoei,1268,10.82,29.09,5,3,Medium,78.54,29.32
Hooded Grebe,Pholidota,420,19.61,85.73,9,7,Medium,45.79,37.34
Javan Rhino,Pholidota,2240,8.57,34.33,3,2,Low,72.3,71.6
Pangolin,Gorilla beringei beringei,3204,25.84,12.07,6,6,Medium,48.9,78.91
Vaquita,Phocoena sinus,2215,8.26,15.1,2,7,Medium,56.76,74.88
Amur Leopard,Pseudoryx nghetinhensis,2070,5.8,72.04,3,2,Medium,7.22,54.64
Yangtze Giant Softshell Turtle,Rafetus swinhoei,3908,11.84,70.57,4,5,High,43.39,92.53
Pangolin,Rafetus swinhoei,2623,27.52,40.55,6,1,Low,59.1,85.74
Pangolin,Rafetus swinhoei,1822,8.24,22.26,1,3,Medium,14.14,72.43
Hainan Gibbon,Rafetus swinhoei,1812,13.27,49.85,6,1,High,55.87,54.84
Vaquita,Rhinoceros sondaicus,3916,12.91,36.55,4,3,High,11.32,56.64
Saola,Rhinoceros sondaicus,687,25.04,39.92,8,4,Medium,65.53,33.9
Vaquita,Rhinoceros sondaicus,2920,15.54,30.88,9,5,Low,78.33,81.6
Vaquita,Podiceps gallardoi,4723,20.29,15.03,8,4,High,52.01,88.41
Pangolin,Nomascus hainanus,2261,15.11,73.29,8,4,Medium,10.78,85.36
Saola,Panthera pardus orientalis,3014,18.79,59.46,2,9,Low,49.01,63.22
Mountain Gorilla,Rhinoceros sondaicus,804,6.56,76.77,2,9,Low,60.56,86.2
Hainan Gibbon,Gorilla beringei beringei,738,14.35,50.26,6,9,Medium,74.98,82.44
Vaquita,Phocoena sinus,1703,26.38,88.8,5,5,High,8.41,85.76
Mountain Gorilla,Nomascus hainanus,4744,22.28,87.0,6,5,Low,63.13,97.57
Saola,Rafetus swinhoei,200,29.55,31.74,9,2,Low,14.94,83.99
Vaquita,Panthera pardus orientalis,2006,24.7,40.96,7,6,Low,64.29,41.38
Amur Leopard,Panthera pardus orientalis,2117,16.29,70.22,5,2,Low,71.65,84.85
Mountain Gorilla,Podiceps gallardoi,3876,21.91,72.13,7,5,High,69.59,49.68
Mountain Gorilla,Gorilla beringei beringei,1499,24.4,82.86,8,5,High,53.97,60.78
Amur Leopard,Panthera pardus orientalis,2119,11.74,62.21,1,4,Medium,42.56,82.92
Mountain Gorilla,Ambystoma mexicanum,647,6.5,48.01,7,5,Medium,70.59,45.02
Javan Rhino,Pseudoryx nghetinhensis,4055,15.15,40.21,4,7,High,43.93,22.06
Vaquita,Rafetus swinhoei,4168,8.62,43.53,5,2,Medium,19.26,76.73
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,2829,11.93,78.03,2,1,Low,75.71,91.27
Mountain Gorilla,Panthera pardus orientalis,4121,28.67,88.4,5,4,High,33.0,93.3
Hooded Grebe,Panthera pardus orientalis,851,26.18,14.15,9,7,Low,51.83,83.11
Axolotl,Panthera pardus orientalis,3961,19.81,56.42,1,1,High,19.94,93.88
Saola,Podiceps gallardoi,4068,15.03,51.6,3,4,High,13.29,84.83
Hooded Grebe,Ambystoma mexicanum,3257,11.61,40.09,4,6,Medium,46.33,22.38
Amur Leopard,Rhinoceros sondaicus,1226,19.29,78.13,9,6,High,46.59,47.62
Vaquita,Rhinoceros sondaicus,908,18.33,56.06,2,1,Medium,32.73,46.55
Vaquita,Rhinoceros sondaicus,2232,24.52,35.05,7,7,High,28.38,37.31
Hooded Grebe,Phocoena sinus,1267,28.2,45.53,9,5,Low,33.06,83.04
Mountain Gorilla,Gorilla beringei beringei,1524,13.22,38.54,4,6,Low,64.64,61.09
Saola,Ambystoma mexicanum,426,10.16,44.41,5,1,Low,31.83,86.07
Vaquita,Pseudoryx nghetinhensis,4556,15.07,15.7,4,7,Low,74.1,67.51
Mountain Gorilla,Rhinoceros sondaicus,2893,15.94,18.95,7,4,Low,13.47,66.66
Amur Leopard,Rafetus swinhoei,3836,6.0,59.9,8,3,Low,74.87,50.35
Javan Rhino,Ambystoma mexicanum,4385,26.54,64.73,8,4,High,56.72,82.38
Hainan Gibbon,Gorilla beringei beringei,4349,29.89,60.93,3,9,Medium,30.83,73.96
Saola,Panthera pardus orientalis,684,28.08,71.05,2,5,High,5.51,46.76
Amur Leopard,Pholidota,112,26.52,85.48,6,5,Low,65.18,98.49
Pangolin,Podiceps gallardoi,2367,29.82,78.85,1,8,Low,77.7,56.56
Vaquita,Rhinoceros sondaicus,4003,27.7,43.48,9,7,High,78.68,45.01
Axolotl,Rafetus swinhoei,4037,22.21,27.4,7,3,Medium,36.76,74.34
Mountain Gorilla,Gorilla beringei beringei,3718,9.17,34.95,8,1,Medium,10.29,37.6
Pangolin,Rhinoceros sondaicus,4222,8.91,57.02,7,2,Medium,28.53,85.62
Hooded Grebe,Rafetus swinhoei,1505,6.22,78.5,5,3,Medium,28.23,73.75
Vaquita,Podiceps gallardoi,4868,15.3,66.14,5,1,Low,12.68,88.74
Javan Rhino,Rafetus swinhoei,3402,25.22,53.44,7,1,Low,44.35,46.0
Pangolin,Podiceps gallardoi,3516,17.26,58.15,7,8,Medium,50.34,87.5
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,2795,14.16,52.26,2,8,High,59.66,59.57
Mountain Gorilla,Phocoena sinus,2244,7.73,87.73,2,2,High,8.83,24.67
Pangolin,Rhinoceros sondaicus,3669,6.29,75.29,7,8,Low,25.65,35.34
Javan Rhino,Rhinoceros sondaicus,4890,14.98,72.5,5,2,High,31.64,37.19
Saola,Gorilla beringei beringei,3742,7.5,51.39,2,5,Low,71.92,80.67
Hooded Grebe,Phocoena sinus,4812,7.59,36.54,1,1,Low,72.6,36.05
Hainan Gibbon,Phocoena sinus,4901,14.88,11.56,9,9,Medium,24.5,64.39
Amur Leopard,Rhinoceros sondaicus,4578,17.57,13.47,8,4,Medium,41.55,71.55
Mountain Gorilla,Panthera pardus orientalis,3535,9.67,12.42,2,2,Medium,36.86,81.13
Axolotl,Podiceps gallardoi,3527,22.12,88.44,2,1,Medium,44.5,81.93
Yangtze Giant Softshell Turtle,Nomascus hainanus,4787,15.47,19.16,3,6,Medium,26.46,76.69
Pangolin,Rhinoceros sondaicus,4199,7.3,21.37,4,8,Medium,39.72,36.84
Mountain Gorilla,Panthera pardus orientalis,4841,20.93,48.73,9,4,High,15.9,62.93
Saola,Rhinoceros sondaicus,2539,13.92,48.51,6,1,Medium,58.22,42.92
Hooded Grebe,Panthera pardus orientalis,1923,6.31,83.6,3,1,Medium,32.73,81.23
Javan Rhino,Rhinoceros sondaicus,2467,28.7,15.88,8,6,Low,45.68,79.1
Hainan Gibbon,Gorilla beringei beringei,1160,19.28,86.58,6,2,Low,50.35,38.14
Mountain Gorilla,Nomascus hainanus,3868,16.94,27.31,8,5,Medium,67.74,70.67
Axolotl,Ambystoma mexicanum,4147,26.48,87.61,2,2,Low,11.13,24.62
Amur Leopard,Ambystoma mexicanum,4146,28.42,53.31,8,9,High,41.21,80.72
Amur Leopard,Pseudoryx nghetinhensis,1520,10.51,62.16,5,2,High,72.06,81.64
Hainan Gibbon,Podiceps gallardoi,3980,25.25,35.26,4,5,High,29.73,47.41
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,3925,25.78,58.95,3,4,High,38.34,83.69
Axolotl,Nomascus hainanus,3262,6.36,66.87,9,1,Medium,11.38,87.81
Saola,Panthera pardus orientalis,3759,22.8,10.83,7,9,High,61.3,35.01
Axolotl,Podiceps gallardoi,753,6.57,12.74,7,3,High,11.38,47.72
Saola,Nomascus hainanus,2775,19.87,88.92,6,8,High,52.32,40.63
Yangtze Giant Softshell Turtle,Phocoena sinus,3948,21.73,46.6,9,4,High,33.07,49.57
Saola,Podiceps gallardoi,2521,14.18,84.87,3,9,Low,30.36,55.31
Hooded Grebe,Gorilla beringei beringei,1083,27.02,68.39,1,5,High,48.91,60.29
Axolotl,Pseudoryx nghetinhensis,3227,25.01,39.84,7,2,High,47.58,22.77
Javan Rhino,Gorilla beringei beringei,4403,28.15,22.07,9,8,Low,35.41,24.36
Javan Rhino,Panthera pardus orientalis,2202,12.87,88.25,6,4,Low,25.88,71.76
Pangolin,Ambystoma mexicanum,25,5.54,56.76,2,2,Medium,43.11,54.98
Axolotl,Rafetus swinhoei,3563,25.29,25.39,8,6,Low,25.03,27.09
Yangtze Giant Softshell Turtle,Pholidota,116,10.57,64.53,9,1,Low,12.7,50.51
Axolotl,Rafetus swinhoei,4324,16.68,17.36,8,8,Low,64.94,57.56
Amur Leopard,Pholidota,2978,25.43,79.44,9,9,High,57.67,70.21
Hooded Grebe,Gorilla beringei beringei,4476,10.4,17.21,1,7,Medium,11.33,29.35
Amur Leopard,Nomascus hainanus,3055,12.8,28.9,3,9,Medium,17.2,98.59
Mountain Gorilla,Panthera pardus orientalis,2867,15.98,17.31,3,2,High,12.51,57.5
Vaquita,Rhinoceros sondaicus,4359,11.8,18.3,9,1,Medium,64.3,73.78
Pangolin,Ambystoma mexicanum,1438,16.53,51.91,3,7,High,62.97,91.75
Hainan Gibbon,Podiceps gallardoi,2018,5.24,64.96,1,4,Low,35.6,22.51
Mountain Gorilla,Pseudoryx nghetinhensis,3111,10.3,73.08,3,8,High,66.61,67.51
Mountain Gorilla,Panthera pardus orientalis,3646,25.81,65.6,2,3,High,78.05,62.69
Axolotl,Gorilla beringei beringei,3481,15.34,39.08,9,7,Low,77.79,24.54
Mountain Gorilla,Phocoena sinus,3041,20.91,54.58,1,7,Low,78.56,74.75
Vaquita,Phocoena sinus,2931,10.81,84.21,2,9,Medium,68.48,37.44
Mountain Gorilla,Panthera pardus orientalis,4455,21.25,41.01,1,4,High,21.27,75.45
Axolotl,Pholidota,888,30.0,30.19,9,1,Low,9.31,48.65
Amur Leopard,Phocoena sinus,2522,19.88,51.55,7,7,Medium,65.87,80.84
Mountain Gorilla,Gorilla beringei beringei,320,20.71,33.79,1,6,High,28.14,94.4
Hainan Gibbon,Pseudoryx nghetinhensis,1124,7.79,30.95,6,1,Low,30.33,87.98
Hooded Grebe,Rhinoceros sondaicus,1331,15.08,72.3,5,9,Low,10.47,58.12
Hooded Grebe,Podiceps gallardoi,3406,26.52,81.27,5,8,High,58.6,37.8
Saola,Rafetus swinhoei,4385,25.86,50.19,4,4,Low,37.31,98.4
Pangolin,Nomascus hainanus,976,18.06,72.38,3,5,High,20.32,72.1
Vaquita,Rafetus swinhoei,3199,27.59,24.97,8,8,High,53.93,51.28
Javan Rhino,Pholidota,704,8.57,53.81,7,2,High,78.49,58.04
Vaquita,Phocoena sinus,2624,21.45,60.9,5,6,Low,42.38,30.12
Saola,Rhinoceros sondaicus,280,11.22,49.25,9,2,Low,50.48,59.92
Hainan Gibbon,Podiceps gallardoi,1421,21.14,19.35,7,8,High,17.21,33.68
Amur Leopard,Pseudoryx nghetinhensis,3037,7.18,68.73,2,5,Medium,17.07,48.89
Javan Rhino,Ambystoma mexicanum,3134,28.59,77.13,7,3,High,39.37,58.85
Axolotl,Panthera pardus orientalis,1763,24.66,60.82,7,2,High,68.36,94.88
Axolotl,Nomascus hainanus,4946,10.02,23.53,4,4,High,73.19,69.35
Pangolin,Ambystoma mexicanum,1831,20.93,15.96,8,8,Medium,53.13,49.38
Javan Rhino,Nomascus hainanus,4345,23.98,34.13,4,1,Low,32.04,28.93
Axolotl,Rafetus swinhoei,3295,10.24,12.96,7,3,Low,61.25,79.03
Pangolin,Phocoena sinus,370,7.33,77.14,4,1,High,26.9,56.88
Hainan Gibbon,Pseudoryx nghetinhensis,3445,13.79,66.24,8,2,High,21.47,25.38
Javan Rhino,Rhinoceros sondaicus,743,8.39,55.1,3,7,Low,64.66,71.89
Hainan Gibbon,Nomascus hainanus,861,19.14,81.17,2,1,High,61.35,47.66
Axolotl,Nomascus hainanus,869,15.6,18.81,6,9,Low,71.16,51.91
Hooded Grebe,Podiceps gallardoi,4806,16.56,67.16,7,8,Medium,48.24,86.27
Vaquita,Gorilla beringei beringei,1360,18.57,21.73,7,1,High,72.25,30.85
Vaquita,Nomascus hainanus,4094,29.55,14.87,6,1,Low,6.99,46.89
Hainan Gibbon,Panthera pardus orientalis,2893,24.82,20.63,8,2,Low,24.03,48.73
Hooded Grebe,Pseudoryx nghetinhensis,3557,20.74,86.08,6,2,Medium,65.33,20.26
Pangolin,Pseudoryx nghetinhensis,4928,14.09,45.23,6,6,High,36.77,86.78
Amur Leopard,Ambystoma mexicanum,4202,5.68,13.92,3,1,Medium,22.95,85.99
Amur Leopard,Panthera pardus orientalis,336,7.91,56.69,2,4,Low,64.71,72.29
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,2130,23.27,25.98,7,7,Low,66.67,91.02
Saola,Pholidota,1003,14.23,10.55,6,9,Medium,39.22,41.56
Mountain Gorilla,Gorilla beringei beringei,1776,13.36,70.67,1,3,Medium,39.99,37.43
Yangtze Giant Softshell Turtle,Pholidota,4438,27.22,22.39,2,4,Medium,63.57,25.41
Amur Leopard,Ambystoma mexicanum,1190,17.11,85.4,2,5,High,62.85,66.77
Hooded Grebe,Pseudoryx nghetinhensis,1974,27.49,57.42,1,5,Low,69.99,59.21
Vaquita,Panthera pardus orientalis,2791,27.17,16.96,3,2,High,53.41,84.02
Vaquita,Pholidota,2915,7.0,27.43,5,5,High,18.94,58.02
Amur Leopard,Rhinoceros sondaicus,108,28.63,58.87,4,1,Medium,46.23,36.06
Amur Leopard,Rhinoceros sondaicus,2789,6.92,37.05,2,7,High,33.68,83.96
Saola,Phocoena sinus,253,29.09,52.57,8,5,High,7.03,55.98
Amur Leopard,Nomascus hainanus,4047,16.32,73.96,9,6,Medium,19.74,95.51
Hainan Gibbon,Nomascus hainanus,1510,24.02,73.41,8,9,Medium,20.42,62.22
Axolotl,Rhinoceros sondaicus,2719,22.65,65.84,7,3,Medium,11.18,29.22
Mountain Gorilla,Panthera pardus orientalis,3063,17.96,80.88,2,1,Low,39.0,87.23
Pangolin,Ambystoma mexicanum,4472,20.49,25.95,6,8,Low,43.1,89.39
Mountain Gorilla,Phocoena sinus,3236,28.75,24.18,4,2,High,30.5,55.19
Mountain Gorilla,Podiceps gallardoi,1057,28.18,73.95,5,2,High,35.93,22.05
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,4388,21.36,35.67,9,4,Low,46.21,22.35
Amur Leopard,Panthera pardus orientalis,1325,21.44,50.97,9,5,High,14.04,47.74
Hainan Gibbon,Rafetus swinhoei,1396,11.17,69.52,4,1,Medium,47.17,76.58
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,3930,25.72,41.67,8,3,Low,58.24,46.15
Yangtze Giant Softshell Turtle,Pholidota,1747,20.82,20.41,5,8,High,70.61,20.61
Axolotl,Panthera pardus orientalis,431,25.66,64.36,9,6,High,27.62,87.04
Axolotl,Rafetus swinhoei,3811,21.45,75.37,2,3,High,61.06,96.53
Hooded Grebe,Nomascus hainanus,1421,12.48,11.02,4,7,Low,50.45,47.36
Axolotl,Rafetus swinhoei,3259,9.74,55.0,3,6,Low,42.71,25.77
Hainan Gibbon,Rhinoceros sondaicus,4580,6.92,47.55,7,5,Low,73.97,43.02
Hooded Grebe,Gorilla beringei beringei,2462,19.65,30.77,2,8,Medium,51.5,83.12
Javan Rhino,Podiceps gallardoi,2093,12.1,22.88,3,8,High,32.46,62.84
Saola,Pholidota,4463,20.76,25.04,9,3,High,58.47,50.33
Javan Rhino,Nomascus hainanus,4663,6.47,68.0,8,8,Medium,76.99,46.4
Mountain Gorilla,Rafetus swinhoei,3688,14.39,52.9,2,9,Low,73.86,29.12
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,1360,11.51,88.49,6,3,Low,78.52,46.82
Hainan Gibbon,Nomascus hainanus,2377,14.26,29.46,3,8,Low,12.13,57.14
Hooded Grebe,Rhinoceros sondaicus,4843,6.36,86.55,6,8,Medium,38.26,73.18
Javan Rhino,Rafetus swinhoei,3350,23.1,51.21,5,7,High,37.45,40.7
Yangtze Giant Softshell Turtle,Panthera pardus orientalis,2582,7.92,21.68,4,8,Medium,33.79,90.89
